_id,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim,label
5677821,,,0.0,0.0,0.0,0.37222222222222223,14,0.06666666666666665,-2.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
7689649,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
8160094,0.19607843137254904,0.2857142857142857,0.0,0.0,0.0,0.4632967032967033,21,0.16000000000000006,-8.0,3.0,1,1.0,0.0,1.0,1,0.0,1,0
8884319,,,0.0,0.0,0.0,0.4518518518518519,14,0.06666666666666665,-5.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
6186032,0.2272727272727273,0.25,0.0,0.0,0.0,0.3803030303030303,19,0.05000000000000005,-8.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
1780646,0.15,0.25,0.0,0.0,0.0,0.4527027027027027,33,0.10810810810810813,-25.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
4414895,0.3035714285714285,0.25,0.0,0.0,0.0,0.25740740740740736,38,0.05000000000000005,-29.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
4414984,0.35714285714285715,0.5,0.027777777777777776,0.0,0.0,0.5879629629629629,21,0.125,-12.0,3.0,1,1.0,0.0,1.0,0,0.0,1,0
7689629,0.18867924528301888,0.125,0.0,0.0,0.0,0.4904474610356964,29,0.1470588235294118,-16.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
8966646,0.1,0.25,0.15873015873015872,0.0,0.0,0.5032908268202386,34,0.1282051282051282,-4.0,12.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
4143499,,,0.0,0.0,0.0,0.39070048309178745,21,0.08695652173913049,-13.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
2434470,,,0.022727272727272728,0.0,0.0,0.3636363636363636,30,0.09090909090909094,-21.0,3.0,0,0.5,1.0,0.0,1,0.0,1,0
2103735,0.07142857142857142,0.25,0.0,0.0,0.0,0.4061355311355312,12,0.1428571428571429,1.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
8974564,0.16666666666666666,0.5,0.2325581395348837,0.0,0.0,0.7045454545454546,23,0.303030303030303,-9.0,12.0,1,1.0,0.0,1.0,1,1.0,1,0
5517359,0.8,1.0,0.0,0.0,0.0,0.3002385211687537,38,0.11627906976744184,-25.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,1
6189197,0.1956521739130435,0.25,0.0,0.0,0.0,0.4331550802139037,16,0.058823529411764726,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
7692936,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
7281346,0.0,0.0,0.07692307692307693,0.0,0.0,0.4834869431643625,26,0.16129032258064513,-19.0,5.0,0,0.5,1.0,0.0,1,1.0,1,0
6258693,0.0,0.0,0.0,0.0,0.0,0.4083333333333334,9,0.09999999999999998,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
2111490,,,0.019230769230769232,0.0,0.0,0.4016414141414142,27,0.1818181818181817,-7.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
7132517,0.08571428571428573,0.25,0.0,0.0,0.0,0.2780952380952381,23,0.07999999999999996,-9.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
7140843,0.1851851851851852,0.25,0.0,0.0,0.0,0.4297827903091061,34,0.10526315789473684,-13.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
7273442,0.0,0.0,0.0,0.0,0.0,0.5203703703703704,24,0.11111111111111116,-5.0,4.0,1,1.0,0.0,1.0,1,0.0,1,0
7689686,,,0.0,0.0,0.0,0.4048293391430646,28,0.17647058823529416,-1.0,3.0,0,0.6666666666666667,1.0,0.0,0,0.0,1,0
8650504,,,0.0,0.0,0.0,0.0,14,0.0,-12.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0
7202414,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5158730158730158,11,0.2142857142857143,-2.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
7270154,,,0.0,0.0,0.0,0.4777777777777778,18,0.09999999999999998,-12.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
4414699,,,0.0,0.0,0.0,0.3645833333333333,29,0.09375,-20.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
7686573,0.06976744186046513,0.2,0.0,0.0,0.0,0.4048293391430646,28,0.17647058823529416,-1.0,3.0,0,0.6666666666666667,1.0,0.0,0,0.0,1,0
6261684,,,0.0,0.0,0.0,0.0,7,0.0,-5.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
8639172,,,0.0,0.0,0.0,0.4219576719576719,30,0.16666666666666666,-16.0,3.0,0,0.25,1.0,0.0,0,0.0,0,0
7692944,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
5251547,,,0.0,0.0,0.0,0.0,12,0.0,-4.0,0.0,1,1.0,0.0,1.0,1,0.0,1,0
1714189,0.0,0.0,0.0,0.0,0.0,0.2416666666666667,19,0.05000000000000005,-3.0,1.0,0,0.5,1.0,0.0,1,0.0,1,0
4414985,,,0.012987012987012988,0.0,0.0,0.3756613756613757,65,0.0714285714285714,-56.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
5677857,,,0.027777777777777776,0.0,0.0,0.3296296296296297,15,0.16666666666666666,0.0,3.0,1,1.0,0.0,1.0,1,0.0,1,0
8982477,,,0.0,0.0,0.0,0.3958333333333333,15,0.0625,-7.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
781520,,,0.0,0.0,0.0,0.3941798941798942,13,0.0714285714285714,-4.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
7281360,0.0,0.0,0.4418604651162791,0.0,0.0,0.8876941457586618,7,0.7741935483870968,20.0,22.0,1,1.0,0.0,1.0,1,1.0,1,0
1356294,,,0.0,0.0,0.0,0.4078282828282829,30,0.09090909090909094,-14.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
6898617,0.2571428571428571,0.3333333333333333,0.0,0.0,0.0,0.43357214680744094,34,0.1282051282051282,-17.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
4889643,0.0,0.0,0.1346153846153846,0.0,0.0,0.6196581196581197,47,0.12962962962962965,-36.0,9.0,0,0.5,1.0,0.0,0,1.0,1,0
2200134,0.17857142857142858,0.3333333333333333,0.0,0.0,0.0,0.32125603864734303,21,0.08695652173913049,-12.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
8697288,0.7727272727272727,1.0,0.0,0.0,0.0,0.4730207872622733,64,0.1578947368421053,-36.0,6.0,0,0.1428571428571429,1.0,0.0,1,0.0,0,1
5672292,0.3235294117647059,0.6666666666666666,0.0,0.0,0.0,0.31025641025641026,15,0.0,-2.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
4410278,,,0.0,0.0,0.0,0.3686868686868687,10,0.09090909090909094,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
2111632,0.7619047619047619,1.0,0.014285714285714284,0.0,0.0,0.4634532134532134,31,0.2051282051282052,0.0,6.0,0,0.6666666666666667,1.0,0.0,0,0.0,1,0
5047848,,,0.0,0.0,0.0,0.0,15,0.0,-13.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
6269625,,,0.0,0.0,0.0,0.3958333333333333,14,0.125,-5.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
7273470,0.0,0.0,0.0,0.0,0.0,0.5203703703703704,24,0.11111111111111116,-5.0,4.0,1,1.0,0.0,1.0,1,0.0,1,0
7692899,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
2596143,0.32608695652173914,0.4,0.02127659574468085,0.0,0.0,0.3632268632268632,32,0.1351351351351351,-21.0,3.0,0,0.25,1.0,0.0,1,0.0,0,1
463646,0.8,1.0,0.0,0.0,0.0,0.4881535947712418,58,0.1470588235294118,-34.0,5.0,0,0.6,1.0,0.0,1,0.0,0,1
2111340,,,0.0,0.0,0.0,0.4924242424242424,29,0.12121212121212124,-18.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
4414912,0.7727272727272727,1.0,0.01694915254237288,0.0,0.0,0.55119825708061,48,0.058823529411764726,-39.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
2103745,,,0.0,0.0,0.0,0.3988095238095238,57,0.109375,-43.0,2.0,0,0.25,1.0,0.0,0,0.0,0,0
8642587,,,0.0,0.0,0.0,0.4219576719576719,30,0.16666666666666666,-16.0,3.0,0,0.25,1.0,0.0,1,0.0,0,1
3408373,0.1375,0.08333333333333333,0.0,0.0,0.0,0.4555555555555556,11,0.08333333333333337,-1.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
7135958,,,0.0,0.0,0.0,0.2809523809523809,12,0.1428571428571429,-2.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
7273810,,,0.0,0.0,0.0,0.4685185185185185,16,0.2,-7.0,3.0,0,0.5,1.0,0.0,1,0.0,1,0
8876418,,,0.0,0.0,0.0,0.0,27,0.0,-25.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
7131571,,,0.0,0.0,0.0,0.4278499278499279,28,0.1515151515151515,-14.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
7278093,,,0.41025641025641024,0.0,0.0,0.8543010752688173,12,0.6129032258064516,8.0,18.0,0,0.5,1.0,0.0,0,1.0,1,0
7689617,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
2294297,0.1388888888888889,0.2,0.0,0.0,0.0,0.28518518518518515,28,0.06666666666666665,-10.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
5705610,,,0.0,0.0,0.0,0.4083333333333334,9,0.09999999999999998,-1.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
9100153,0.7619047619047619,1.0,0.0,0.0,0.0,0.3676767676767677,19,0.13636363636363635,-9.0,2.0,0,0.5,1.0,0.0,1,0.0,1,1
8882367,,,0.0,0.0,0.0,0.4320987654320987,25,0.07407407407407407,-16.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
8876415,,,0.0,0.0,0.0,0.0,19,0.0,-17.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
1353765,,,0.0,0.0,0.0,0.3975468975468976,30,0.09090909090909094,-23.0,1.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
2111721,,,0.019230769230769232,0.0,0.0,0.4016414141414142,27,0.1818181818181817,-7.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
1376139,,,0.0,0.0,0.0,0.4675324675324675,30,0.09090909090909094,-9.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
3053093,0.1724137931034483,0.3333333333333333,0.0,0.0,0.0,0.4222222222222222,26,0.1333333333333333,-16.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
7689627,,,0.0,0.0,0.0,0.3907563025210084,30,0.11764705882352945,-23.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
8793518,0.5862068965517241,0.5,0.0,0.0,0.0,0.34313725490196073,30,0.11764705882352945,-13.0,4.0,1,1.0,0.0,1.0,1,0.0,1,1
5251546,,,0.0,0.0,0.0,0.4035947712418301,14,0.17647058823529416,-2.0,1.0,0,0.5,1.0,0.0,1,0.0,1,1
8958734,0.16666666666666666,0.5,0.15873015873015872,0.0,0.0,0.5032908268202386,34,0.1282051282051282,-4.0,12.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
4889880,0.21739130434782608,0.3333333333333333,0.018518518518518517,0.0,0.0,0.4042735042735042,35,0.10256410256410252,-22.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
9118003,0.8275862068965517,1.0,0.0,0.0,0.0,0.4412037037037037,72,0.09999999999999998,-57.0,4.0,0,0.2,1.0,0.0,1,0.0,0,1
5701567,,,0.0,0.0,0.0,0.4083333333333334,9,0.09999999999999998,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
8884336,,,0.0,0.0,0.0,0.4490740740740741,14,0.125,-5.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
7278036,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
7281320,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
2103422,,,0.0,0.0,0.0,0.3874458874458875,13,0.0714285714285714,-2.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
2596142,0.10294117647058824,0.125,0.04477611940298507,0.0,0.0,0.4659493957459653,92,0.15596330275229353,-55.0,8.0,0,0.4444444444444444,1.0,0.0,1,0.5,0,0
6209871,0.19101123595505612,0.2307692307692308,0.0,0.0,0.0,0.0,10,0.0,-1.0,0.0,1,1.0,0.0,1.0,0,0.0,1,1
847440,0.12121212121212124,0.25,0.018518518518518517,0.0,0.0,0.5452380952380952,29,0.17142857142857135,-9.0,5.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
7689657,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
8681483,,,0.0,0.0,0.0,0.41798941798941797,9,0.0,-2.0,1.0,1,1.0,0.0,1.0,1,0.0,1,1
5696700,,,0.0,0.0,0.0,0.4898148148148149,9,0.09999999999999998,0.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
4885560,0.2083333333333333,0.3333333333333333,0.07291666666666667,0.0,0.0,0.4271388677329271,92,0.08910891089108908,-79.0,9.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
9092238,0.7619047619047619,1.0,0.0,0.0,0.0,0.3888888888888889,14,0.06666666666666665,-4.0,1.0,1,1.0,0.0,1.0,1,0.0,1,1
2034916,,,0.0,0.0,0.0,0.44166666666666665,15,0.0625,-5.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
3294190,,,0.0,0.0,0.0,0.4382660237090617,72,0.08860759493670889,-60.0,3.0,0,0.16666666666666666,1.0,0.0,1,0.0,0,0
532293,0.0,0.0,0.0,0.0,0.0,0.3912037037037037,65,0.0972222222222222,-49.0,2.0,0,0.1428571428571429,1.0,0.0,1,0.0,0,1
2029107,,,0.0,0.0,0.0,0.4512820512820513,12,0.07692307692307687,-2.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
8128360,0.21621621621621626,0.0,0.0,0.0,0.0,0.4722222222222222,11,0.08333333333333337,-3.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
8879971,,,0.0,0.0,0.0,0.0,17,0.0,-15.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0
1356296,,,0.0,0.0,0.0,0.4078282828282829,30,0.09090909090909094,-14.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,1
2107394,0.7619047619047619,1.0,0.018518518518518517,0.0,0.0,0.4691919191919192,25,0.2424242424242425,-3.0,7.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,1
6186034,,,0.0,0.0,0.0,0.3803030303030303,19,0.05000000000000005,-8.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
1376140,,,0.0,0.0,0.0,0.4675324675324675,30,0.09090909090909094,-9.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
8233947,,,0.0,0.0,0.0,0.0,22,0.0,-20.0,0.0,0,0.0,1.0,0.0,0,0.0,0,0
8237595,0.7916666666666666,1.0,0.0,0.0,0.0,0.0,48,0.0,-46.0,0.0,0,0.0,1.0,0.0,1,0.0,0,1
8647085,,,0.0,0.0,0.0,0.0,14,0.0,-12.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
6257403,,,0.0,0.0,0.0,0.43546099290780144,43,0.08510638297872343,-33.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
1345850,,,0.05555555555555555,0.0,0.0,0.6011904761904762,5,0.375,2.0,3.0,1,1.0,0.0,1.0,1,0.0,1,0
8884328,,,0.0,0.0,0.0,0.3703703703703704,25,0.07407407407407407,-16.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
2264342,,,0.0,0.0,0.0,0.3531746031746032,19,0.09523809523809523,-7.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
4885638,,,0.09333333333333334,0.0,0.0,0.4402930402930403,61,0.12857142857142856,-48.0,9.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
8232952,,,0.0,0.0,0.0,0.0,9,0.0,-7.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
6261710,,,0.0,0.0,0.0,0.0,16,0.0,-14.0,0.0,0,0.0,1.0,0.0,0,0.0,0,0
7274045,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
2111694,,,0.012987012987012988,0.0,0.0,0.4379885814668423,36,0.21739130434782605,-4.0,6.0,0,0.6666666666666667,1.0,0.0,0,0.0,1,0
5048744,,,0.0,0.0,0.0,0.0,13,0.0,-11.0,0.0,0,0.0,1.0,0.0,0,0.0,1,0
2111501,0.35714285714285715,0.5,0.01694915254237288,0.0,0.0,0.3686868686868687,26,0.21212121212121213,1.0,4.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
6178320,0.15,0.2,0.0,0.0,0.0,0.4053030303030303,41,0.06818181818181822,-33.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
2150352,0.16666666666666666,0.3333333333333333,0.3636363636363637,0.0,0.0,0.8492063492063492,4,0.7142857142857143,8.0,10.0,1,1.0,0.0,1.0,0,1.0,1,0
4410276,,,0.0,0.0,0.0,0.3686868686868687,10,0.09090909090909094,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
8216641,,,0.0,0.0,0.0,0.3428571428571428,27,0.09999999999999998,-20.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
7689705,,,0.0,0.0,0.0,0.4640522875816993,32,0.058823529411764726,-26.0,1.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
4630295,0.5,0.6,0.0,0.0,0.0,0.4537037037037037,25,0.07407407407407407,-13.0,2.0,0,0.5,1.0,0.0,1,0.0,1,1
2294298,0.14705882352941174,0.2,0.0,0.0,0.0,0.28518518518518515,28,0.06666666666666665,-10.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
5121053,0.4807692307692308,0.42857142857142855,0.0,0.0,0.0,0.4690476190476191,23,0.1785714285714286,-3.0,3.0,1,1.0,0.0,1.0,1,0.0,1,1
1848219,0.8076923076923077,1.0,0.023809523809523808,0.0,0.0,0.4476190476190477,17,0.15000000000000002,1.0,4.0,1,1.0,0.0,1.0,1,0.0,1,1
8236738,,,0.0,0.0,0.0,0.0,30,0.0,-28.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0
8586254,,,0.0,0.0,0.0,0.3492753623188405,35,0.125,-12.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,1
6186029,0.4814814814814815,0.4,0.0,0.0,0.0,0.3580542264752791,17,0.10526315789473684,-6.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
6856448,,,0.0,0.0,0.0,0.3611111111111111,15,0.0625,-3.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
4414775,,,0.01282051282051282,0.0,0.0,0.5419926969222745,68,0.04225352112676062,-59.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
2103808,,,0.0,0.0,0.0,0.4116402116402117,17,0.05555555555555558,-3.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
4414761,,,0.019230769230769232,0.0,0.0,0.5563973063973063,41,0.06818181818181822,-32.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
2426555,,,0.022727272727272728,0.0,0.0,0.3636363636363636,30,0.09090909090909094,-21.0,3.0,0,0.5,1.0,0.0,1,0.0,1,0
2107013,,,0.0,0.0,0.0,0.4924242424242424,29,0.12121212121212124,-18.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
2103719,0.0,0.0,0.0,0.0,0.0,0.4061355311355312,12,0.1428571428571429,1.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
