_id,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim
7131564,,,0.0,0.0,0.0,0.3988095238095238,13,0.0714285714285714,-5.0,1.0,1,1.0,0.0,1.0,0,0.0,1
4414766,0.7727272727272727,1.0,0.0,0.0,0.0,0.2654320987654321,25,0.07407407407407407,-16.0,2.0,1,1.0,0.0,1.0,0,0.0,1
2111719,0.7619047619047619,1.0,0.017857142857142856,0.0,0.0,0.5065656565656566,27,0.1818181818181817,-3.0,5.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
7140269,,,0.0,0.0,0.0,0.3968253968253968,20,0.04761904761904767,-13.0,1.0,0,0.5,1.0,0.0,0,0.0,1
7270195,0.8,1.0,0.0,0.0,0.0,0.3775709219858157,42,0.1063829787234043,-22.0,2.0,1,1.0,0.0,1.0,0,0.0,1
4575050,0.2894736842105263,0.4,0.0,0.0,0.0,0.3643790849673203,16,0.058823529411764726,-4.0,2.0,1,1.0,0.0,1.0,1,0.0,1
7689703,0.07692307692307693,0.2,0.0,0.0,0.0,0.37663398692810457,31,0.08823529411764708,-23.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
3166964,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.4354005167958657,38,0.11627906976744184,-26.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0
4885615,0.2083333333333333,0.3333333333333333,0.027777777777777776,0.0,0.0,0.2935897435897436,19,0.05000000000000005,-6.0,3.0,1,1.0,0.0,1.0,1,0.0,1
781521,,,0.0,0.0,0.0,0.29027355623100304,44,0.06382978723404252,-30.0,2.0,0,0.5,1.0,0.0,0,0.0,1
5054360,,,0.0,0.0,0.0,0.41798941798941797,8,0.11111111111111116,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1
7270138,0.08196721311475409,0.125,0.0,0.0,0.0,0.3491452991452991,19,0.05000000000000005,-6.0,2.0,0,0.5,1.0,0.0,0,0.0,1
7402544,,,0.0,0.0,0.0,0.4705284552845528,79,0.03658536585365857,-71.0,2.0,0,0.2,1.0,0.0,0,0.0,0
8085919,,,0.0,0.0,0.0,0.3972222222222222,14,0.06666666666666665,-6.0,1.0,1,1.0,0.0,1.0,0,0.0,1
8958736,0.15789473684210525,0.5,0.0,0.0,0.0,0.4149572649572649,36,0.07692307692307687,-24.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0
9071345,0.2258064516129032,0.6666666666666666,0.0,0.0,0.0,0.3833333333333333,15,0.0,-3.0,1.0,1,1.0,0.0,1.0,0,0.0,1
2099473,,,0.0,0.0,0.0,0.3253968253968254,38,0.09523809523809523,-24.0,2.0,0,0.5,1.0,0.0,1,0.0,1
4889803,0.2380952380952381,0.5,0.1320754716981132,0.0,0.0,0.6307692307692307,38,0.15555555555555556,-27.0,9.0,0,0.33333333333333337,1.0,0.0,0,1.0,0
4889908,0.21428571428571427,0.2,0.1129032258064516,0.0,0.0,0.6109775641025641,57,0.109375,-46.0,9.0,0,0.33333333333333337,1.0,0.0,0,1.0,0
2107426,,,0.011363636363636364,0.0,0.0,0.4261311889385661,52,0.14754098360655746,-20.0,6.0,1,1.0,0.0,1.0,1,0.0,1
8232038,,,0.0,0.0,0.0,0.0,37,0.0,-35.0,0.0,0,0.0,1.0,0.0,0,0.0,0
2037019,,,0.0,0.0,0.0,0.4958333333333334,14,0.125,-4.0,1.0,1,1.0,0.0,1.0,1,0.0,1
1171068,0.21428571428571427,0.3333333333333333,0.0,0.0,0.0,0.4126984126984127,19,0.09523809523809523,-12.0,1.0,0,0.5,1.0,0.0,0,0.0,1
7585347,0.22,0.16666666666666666,0.0,0.0,0.0,0.4761904761904762,20,0.16666666666666666,-6.0,3.0,1,1.0,0.0,1.0,0,0.0,1
6257400,,,0.0,0.0,0.0,0.4617647058823529,16,0.058823529411764726,-6.0,1.0,0,0.5,1.0,0.0,0,0.0,1
6189194,,,0.0,0.0,0.0,0.5045454545454545,10,0.09090909090909094,-1.0,2.0,1,1.0,0.0,1.0,1,0.0,1
7199308,,,0.0,0.0,0.0,0.4047619047619047,13,0.0714285714285714,-6.0,1.0,1,1.0,0.0,1.0,0,0.0,1
5693654,,,0.0,0.0,0.0,0.3787878787878787,20,0.09090909090909094,-11.0,1.0,1,1.0,0.0,1.0,1,0.0,1
7692913,,,0.0,0.0,0.0,0.3907563025210084,30,0.11764705882352945,-23.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0
8990387,0.15,0.5,0.0,0.0,0.0,0.3,28,0.06666666666666665,-18.0,2.0,1,1.0,0.0,1.0,1,0.0,1
8235396,,,0.0,0.0,0.0,0.0,9,0.0,-7.0,0.0,0,0.0,1.0,0.0,0,0.0,1
4889861,,,0.027777777777777776,0.0,0.0,0.2935897435897436,19,0.05000000000000005,-6.0,3.0,1,1.0,0.0,1.0,0,0.0,1
7689635,0.206896551724138,0.2857142857142857,0.0,0.0,0.0,0.4048293391430646,28,0.17647058823529416,-1.0,3.0,0,0.6666666666666667,1.0,0.0,0,0.0,1
8862182,0.09615384615384616,0.16666666666666666,0.0,0.0,0.0,0.3805555555555555,15,0.0625,0.0,2.0,1,1.0,0.0,1.0,1,0.0,1
3736390,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,29,0.033333333333333326,-19.0,1.0,1,1.0,0.0,1.0,1,0.0,1
5637542,,,0.0,0.0,0.0,0.32222222222222224,27,0.09999999999999998,-15.0,2.0,1,1.0,0.0,1.0,1,0.0,1
6189192,0.24489795918367346,0.2,0.0,0.0,0.0,0.5045454545454545,10,0.09090909090909094,-1.0,2.0,1,1.0,0.0,1.0,1,0.0,1
7281389,,,0.07692307692307693,0.0,0.0,0.4834869431643625,26,0.16129032258064513,-19.0,5.0,0,0.5,1.0,0.0,1,1.0,1
2111433,,,0.017241379310344827,0.0,0.0,0.4539141414141414,29,0.12121212121212124,3.0,7.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
1785477,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,13,0.0,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1
2103580,,,0.0,0.0,0.0,0.3702380952380953,19,0.05000000000000005,-5.0,2.0,1,1.0,0.0,1.0,0,0.0,1
4992653,0.0,0.0,0.0,0.0,0.0,0.4031531531531531,100,0.09909909909909907,-76.0,5.0,0,0.6666666666666667,1.0,0.0,0,0.0,1
5253128,0.25,0.0,0.0,0.0,0.0,0.3744444444444444,22,0.12,-10.0,2.0,1,1.0,0.0,1.0,0,0.0,1
109766,0.13793103448275862,0.3333333333333333,0.0,0.0,0.0,0.39814814814814814,11,0.08333333333333337,-2.0,1.0,1,1.0,0.0,1.0,0,0.0,1
8862188,0.022727272727272728,0.0,0.0,0.0,0.0,0.3805555555555555,15,0.0625,0.0,2.0,1,1.0,0.0,1.0,1,0.0,1
7273451,0.0,0.0,0.0,0.0,0.0,0.5203703703703704,24,0.11111111111111116,-5.0,4.0,1,1.0,0.0,1.0,1,0.0,1
2099458,,,0.0,0.0,0.0,0.4489468864468864,84,0.07692307692307687,-70.0,2.0,0,0.2,1.0,0.0,1,0.0,0
7122401,0.17142857142857146,0.2,0.0,0.0,0.0,0.0,22,0.0,-20.0,0.0,0,0.0,1.0,0.0,1,0.0,1
2111704,,,0.012987012987012988,0.0,0.0,0.4379885814668423,36,0.21739130434782605,-4.0,6.0,0,0.6666666666666667,1.0,0.0,0,0.0,1
5893602,0.10416666666666667,0.16666666666666666,0.0,0.0,0.0,0.3452800710927646,145,0.052287581699346435,-126.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
2111723,,,0.02,0.0,0.0,0.3908128908128908,28,0.1515151515151515,-10.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
9145074,,,0.0,0.0,0.0,0.3814814814814815,28,0.06666666666666665,-10.0,2.0,1,1.0,0.0,1.0,0,0.0,1
6181281,,,0.0,0.0,0.0,0.5199165568730786,36,0.1818181818181817,-13.0,3.0,0,0.6666666666666667,1.0,0.0,1,0.0,1
2103727,0.07142857142857142,0.25,0.0,0.0,0.0,0.4104965156794425,75,0.08536585365853655,-61.0,2.0,0,0.5,1.0,0.0,0,0.0,1
4889677,,,0.0875,0.0,0.0,0.4340212632895559,73,0.1097560975609756,-60.0,9.0,0,0.33333333333333337,1.0,0.0,0,1.0,0
2111492,0.206896551724138,0.25,0.019230769230769232,0.0,0.0,0.4016414141414142,27,0.1818181818181817,-7.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
1785446,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,13,0.0,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1
4410475,,,0.0,0.0,0.0,0.2740740740740741,18,0.09999999999999998,-9.0,2.0,1,1.0,0.0,1.0,1,0.0,1
9178974,0.07692307692307693,0.2,0.0,0.0,0.0,0.3842592592592592,25,0.07407407407407407,-17.0,1.0,0,0.5,1.0,0.0,1,0.0,1
2099519,0.7619047619047619,1.0,0.0,0.0,0.0,0.32275132275132273,38,0.15555555555555556,-24.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0
7281377,,,0.07692307692307693,0.0,0.0,0.4834869431643625,26,0.16129032258064513,-19.0,5.0,0,0.5,1.0,0.0,1,1.0,1
8986376,,,0.0,0.0,0.0,0.25555555555555554,26,0.1333333333333333,-16.0,2.0,1,1.0,0.0,1.0,0,0.0,1
5669908,,,0.03571428571428571,0.0,0.0,0.3888888888888888,14,0.06666666666666665,-4.0,3.0,1,1.0,0.0,1.0,1,0.0,1
3600227,0.045454545454545456,0.0,0.014285714285714284,0.0,0.0,0.3783068783068783,58,0.07936507936507943,-49.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
5688122,0.3235294117647059,0.6666666666666666,0.0,0.0,0.0,0.5213675213675214,11,0.15384615384615385,-2.0,2.0,1,1.0,0.0,1.0,0,0.0,1
4143502,,,0.0,0.0,0.0,0.4385420071918929,19,0.17391304347826084,0.0,3.0,1,1.0,0.0,1.0,1,0.0,1
6258217,,,0.0,0.0,0.0,0.4333333333333333,9,0.09999999999999998,0.0,1.0,1,1.0,0.0,1.0,1,0.0,1
4414986,,,0.0,0.0,0.0,0.2740740740740741,18,0.09999999999999998,-9.0,2.0,1,1.0,0.0,1.0,0,0.0,1
193930,,,0.0,0.0,0.0,0.2684210526315789,17,0.10526315789473684,-7.0,2.0,0,0.5,1.0,0.0,1,0.0,1
7281341,0.022727272727272728,0.0,0.07692307692307693,0.0,0.0,0.4834869431643625,26,0.16129032258064513,-19.0,5.0,0,0.5,1.0,0.0,1,1.0,1
8565758,,,0.0,0.0,0.0,0.4883040935672514,18,0.05263157894736848,1.0,2.0,0,0.5,1.0,0.0,0,0.0,1
4414609,,,0.0,0.0,0.0,0.3686868686868687,10,0.09090909090909094,-1.0,1.0,1,1.0,0.0,1.0,0,0.0,1
1715122,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,23,0.07999999999999996,-3.0,2.0,1,1.0,0.0,1.0,0,0.0,1
4414768,0.206896551724138,0.25,0.0,0.0,0.0,0.2777777777777777,16,0.11111111111111116,-7.0,2.0,1,1.0,0.0,1.0,0,0.0,1
8986377,0.14285714285714285,0.5,0.0,0.0,0.0,0.44130434782608696,21,0.08695652173913049,-11.0,1.0,0,0.5,1.0,0.0,0,0.0,1
4889507,,,0.0,0.0,0.0,0.27855477855477856,11,0.15384615384615385,0.0,1.0,1,1.0,0.0,1.0,0,0.0,1
6472298,0.16129032258064516,0.3333333333333333,0.0,0.0,0.0,0.0,15,0.0,-13.0,0.0,0,0.0,1.0,0.0,1,0.0,1
4490692,0.04,0.1111111111111111,0.0,0.0,0.0,0.4102240896358544,64,0.058823529411764726,-50.0,3.0,0,0.5,1.0,0.0,1,0.0,1
1854926,0.2325581395348837,0.2,0.0,0.0,0.0,0.4208333333333333,30,0.0625,-20.0,2.0,1,1.0,0.0,1.0,0,0.0,1
5709480,,,0.0,0.0,0.0,0.3995726495726497,34,0.1282051282051282,-21.0,2.0,0,0.25,1.0,0.0,0,0.0,0
2107424,0.35714285714285715,0.5,0.014285714285714284,0.0,0.0,0.4634532134532134,31,0.2051282051282052,0.0,6.0,0,0.6666666666666667,1.0,0.0,1,0.0,1
5817876,0.17391304347826084,0.2,0.0,0.0,0.0,0.0,11,0.0,-9.0,0.0,0,0.0,1.0,0.0,0,0.0,1
3736393,,,0.0,0.0,0.0,0.4222222222222222,29,0.033333333333333326,-19.0,1.0,1,1.0,0.0,1.0,1,0.0,1
5673970,,,0.0,0.0,0.0,0.475901875901876,19,0.13636363636363635,-4.0,2.0,1,1.0,0.0,1.0,0,0.0,1
2111493,,,0.019230769230769232,0.0,0.0,0.4016414141414142,27,0.1818181818181817,-7.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
4889808,0.2083333333333333,0.3333333333333333,0.1346153846153846,0.0,0.0,0.6196581196581197,47,0.12962962962962965,-36.0,9.0,0,0.5,1.0,0.0,0,1.0,1
1788561,0.15,0.25,0.0,0.0,0.0,0.0,13,0.0,-5.0,1.0,1,1.0,0.0,1.0,0,0.0,1
5027527,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,27,0.0,-25.0,0.0,0,0.0,1.0,0.0,1,0.0,1
7281319,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,1,0.0,1
3608142,0.045454545454545456,0.0,0.014285714285714284,0.0,0.0,0.3783068783068783,58,0.07936507936507943,-49.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
4889869,,,0.016393442622950817,0.0,0.0,0.3977703455964325,42,0.08695652173913049,-29.0,3.0,0,0.5,1.0,0.0,0,0.0,1
6010263,0.6842105263157895,0.6666666666666666,0.0,0.0,0.0,0.4545454545454546,10,0.09090909090909094,1.0,1.0,1,1.0,0.0,1.0,0,0.0,1
3736398,,,0.0,0.0,0.0,0.4222222222222222,29,0.033333333333333326,-19.0,1.0,1,1.0,0.0,1.0,1,0.0,1
1136407,0.2,0.3333333333333333,0.0,0.0,0.0,0.3737373737373737,29,0.12121212121212124,-21.0,2.0,0,0.5,1.0,0.0,1,0.0,1
7273813,0.0,0.0,0.0,0.0,0.0,0.5261904761904762,17,0.15000000000000002,-10.0,2.0,0,0.5,1.0,0.0,1,0.0,1
6178120,0.13157894736842105,0.125,0.017857142857142856,0.0,0.0,0.4494949494949495,37,0.15909090909090906,-25.0,4.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
8998312,0.125,0.5,0.0,0.0,0.0,0.4555555555555556,11,0.08333333333333337,-1.0,1.0,1,1.0,0.0,1.0,1,0.0,1
1377478,,,0.014084507042253518,0.0,0.0,0.4964254577157803,32,0.1351351351351351,-1.0,5.0,0,0.5,1.0,0.0,1,0.0,1
8014823,0.0851063829787234,0.16666666666666666,0.0,0.0,0.0,0.0,80,0.0,-78.0,0.0,0,0.0,1.0,0.0,0,0.0,0
2111743,0.6538461538461539,0.6,0.011904761904761904,0.0,0.0,0.4741161616161616,53,0.171875,-20.0,7.0,1,1.0,0.0,1.0,0,0.0,1
6274523,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,-1.0,0.0,1,1.0,0.0,1.0,1,0.0,1
6645509,0.7826086956521741,1.0,0.0,0.0,0.0,0.0,7,0.0,-5.0,0.0,0,0.0,1.0,0.0,0,0.0,1
2103799,,,0.0,0.0,0.0,0.3702380952380953,19,0.05000000000000005,-5.0,2.0,1,1.0,0.0,1.0,0,0.0,1
2103800,0.7619047619047619,1.0,0.0,0.0,0.0,0.3794261294261294,35,0.10256410256410252,-21.0,2.0,0,0.5,1.0,0.0,0,0.0,1
1484682,,,0.0,0.0,0.0,0.40659340659340665,12,0.07692307692307687,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1
2052865,,,0.0,0.0,0.0,0.0,25,0.0,-23.0,0.0,0,0.0,1.0,0.0,1,0.0,1
4056303,0.08,0.0,0.0,0.0,0.0,0.4294922913343966,28,0.1515151515151515,-9.0,4.0,1,1.0,0.0,1.0,1,0.0,1
8943509,0.75,1.0,0.0,0.0,0.0,0.5499999999999999,17,0.15000000000000002,-11.0,1.0,0,0.5,1.0,0.0,1,0.0,1
1374347,,,0.0,0.0,0.0,0.5043290043290044,30,0.09090909090909094,-9.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0
4889904,,,0.0,0.0,0.0,0.4512820512820513,13,0.0,-3.0,1.0,1,1.0,0.0,1.0,0,0.0,1
8876417,,,0.0,0.0,0.0,0.0,27,0.0,-25.0,0.0,0,0.0,1.0,0.0,0,0.0,1
6480213,0.16129032258064516,0.3333333333333333,0.0,0.0,0.0,0.0,15,0.0,-13.0,0.0,0,0.0,1.0,0.0,1,0.0,1
1283297,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.4432539682539681,20,0.16666666666666666,-5.0,2.0,1,1.0,0.0,1.0,1,0.0,1
3602185,0.2553191489361702,0.14285714285714285,0.029411764705882363,0.0,0.0,0.5942760942760943,19,0.13636363636363635,-10.0,3.0,1,1.0,0.0,1.0,1,0.0,1
4026584,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.4332112332112332,31,0.11428571428571432,-18.0,2.0,0,0.5,1.0,0.0,1,0.0,1
9177842,0.09090909090909093,0.25,0.0,0.0,0.0,0.3842592592592592,25,0.07407407407407407,-17.0,1.0,0,0.5,1.0,0.0,0,0.0,1
6181278,,,0.0,0.0,0.0,0.4121212121212121,39,0.11363636363636365,-29.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0
1785460,0.17142857142857146,0.25,0.0,0.0,0.0,0.0,13,0.0,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1
6186041,0.1914893617021277,0.2,0.0,0.0,0.0,0.39141414141414144,11,0.08333333333333337,0.0,1.0,1,1.0,0.0,1.0,0,0.0,1
2431007,0.0,0.0,0.0,0.0,0.0,0.4340740740740741,22,0.12,-13.0,2.0,1,1.0,0.0,1.0,1,0.0,1
8862185,0.0851063829787234,0.0,0.0,0.0,0.0,0.3805555555555555,15,0.0625,0.0,2.0,1,1.0,0.0,1.0,1,0.0,1
4889805,0.0,0.0,0.018518518518518517,0.0,0.0,0.4042735042735042,35,0.10256410256410252,-22.0,3.0,0,0.5,1.0,0.0,0,0.0,1
4889674,0.25,0.5,0.1129032258064516,0.0,0.0,0.6117216117216117,56,0.11111111111111116,-45.0,9.0,0,0.5,1.0,0.0,0,1.0,1
7270143,0.0,0.0,0.0,0.0,0.0,0.5203703703703704,24,0.11111111111111116,-5.0,4.0,1,1.0,0.0,1.0,0,0.0,1
1805584,0.15,0.16666666666666666,0.3636363636363637,0.0,0.0,0.8492063492063492,4,0.7142857142857143,8.0,10.0,1,1.0,0.0,1.0,1,1.0,1
7281335,,,0.07692307692307693,0.0,0.0,0.4834869431643625,26,0.16129032258064513,-19.0,5.0,0,0.5,1.0,0.0,1,1.0,1
3400458,0.1375,0.08333333333333333,0.2352941176470588,0.0,0.0,0.7746913580246914,16,0.4074074074074073,-4.0,10.0,0,0.5,1.0,0.0,0,1.0,1
6455682,,,0.0,0.0,0.0,0.4037037037037037,13,0.1333333333333333,-4.0,2.0,1,1.0,0.0,1.0,1,0.0,1
2103427,,,0.0,0.0,0.0,0.3874458874458875,13,0.0714285714285714,-2.0,1.0,1,1.0,0.0,1.0,0,0.0,1
1345786,,,0.0,0.0,0.0,0.4046296296296297,43,0.0444444444444444,-35.0,2.0,0,0.5,1.0,0.0,1,0.0,1
5245213,0.25,0.0,0.0,0.0,0.0,0.4266666666666667,23,0.07999999999999996,-13.0,1.0,1,1.0,0.0,1.0,0,0.0,1
6269626,0.0,0.0,0.0,0.0,0.0,0.4363929146537842,21,0.08695652173913049,-12.0,1.0,0,0.5,1.0,0.0,0,0.0,1
5669909,,,0.0,0.0,0.0,0.475901875901876,19,0.13636363636363635,-4.0,2.0,1,1.0,0.0,1.0,1,0.0,1
9006062,,,0.0,0.0,0.0,0.4303030303030304,21,0.045454545454545414,-11.0,1.0,1,1.0,0.0,1.0,1,0.0,1
6274047,,,0.0,0.0,0.0,0.4814814814814815,8,0.11111111111111116,1.0,1.0,1,1.0,0.0,1.0,1,0.0,1
6241986,,,0.0,0.0,0.0,0.3896825396825396,27,0.09999999999999998,-13.0,2.0,1,1.0,0.0,1.0,1,0.0,1
