Animalia,Abronia ,Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia (1),,[],[]
Animalia,Acha Tugi long-fingered frog ,Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Cardioglossa (1),,[],[]
Animalia,Adelophryne ,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Adelophryne (1),,[],[]
Animalia,African reed frog ,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius (1),,[],[]
Animalia,African viviparous toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides (1),,[],[]
Animalia,Akepa ,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxops (1),Length: 10 cm (2),With its dependence on large mature trees the extensive forest clearance that has occurred on Hawaii has had a catastrophic effect on the akepa. Not only have significant numbers of mature trees been lost to logging but the remaining exposed trees have become more vulnerable to windfall. Despite reforestation efforts the planted trees take decades to develop natural cavities and cannot possibly provide the akepa with nesting habitat fast enough to offset its rapid population decline (2) (3).,Listed as Endangered by the U.S. Fish and Wildlife Service in 1970 the akepa was one of the species targeted in the 1982 Hawaii Forest Bird Recovery Plan leading to the improved protection and management of its habitat (3). A number of protected areas currently support akepa populations in particular Hakalau Forest National Wildlife Refuge which contains large numbers. Within these areas reforestation efforts are helping to restore this species\u2019 habitat in the long-term while artificial nesting boxes are providing a promising short-term benefit to the akepa\u2019s survival (2) (3).
Animalia,Alabama cave shrimp ,Animalia,Arthropoda,Crustacea,Decapoda,Atyidae,Palaemonias (1),,[],[]
Animalia,Alabama red-bellied turtle ,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys (1),,[],[]
Animalia,Alabama waterdog ,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus (1),,[],[]
Animalia,Albert lates ,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates (1),,[],[]
Animalia,Altamaha arcmussel ,Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta (1),,[],[]
Animalia,Alveopora coral ,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora (1),,[],[]
Animalia,Alveopora coral ,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora (1),,[],[]
Animalia,Alzoniella ,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Alzoniella (1),,[],[]
Animalia,Amami rabbit ,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Pentalagus (1),up to 2 kg (3),Widespread habitat degradation has recently occurred on these islands and it is estimated that as little as 5% of the forest cover of 1981 remains (1). In addition predation by introduced mammalian predators such as dogs cats and mongooses poses a further threat to the survival of this species (4). Mongooses were introduced in the 1980s in an attempt to control the number of habu pit vipers (<i>Trimeresurus flavoviridis</i>) on the island; they have however devastated other species\u2019 populations instead (3).,The Amami rabbit is classified as a Japanese National Monument and as such receives protection from hunting and capture (3). However habitat loss is currently the major threat to the survival of this rare species and the protection of remaining forests will be the key to securing the future of both this unique rabbit and other members of Amami\u2019s natural heritage (3).
Animalia,Amargosa toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus (1),,[],[]
Animalia,Amazon giant glass frog ,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene (1),,[],[]
Animalia,Amber Mountain rock-thrush ,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Monticola (1),,[],[]
Animalia,Amber darter ,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Percina (1),,[],[]
Animalia,Amolops ,Animalia,Chordata,Amphibia,Anura,Ranidae,Amolops (1),,[],[]
Animalia,Ampelita ,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Ampelita (1),,[],[]
Animalia,Anacropora coral ,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Anacropora (1),,[],[]
Animalia,Ancient greenling ,Animalia,Arthropoda,Insecta,Odonata,Hemiphlebiidae,Hemiphlebia (1),,[],[]
Animalia,Anodonthyla ,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla (1),,[],[]
Animalia,Antioquia bristle-tyrant ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes (1),,[],[]
Animalia,Antioquia marsupial frog ,Animalia,Chordata,Amphibia,Anura,Hemiphractidae,Gastrotheca (1),,[],[]
Animalia,Api dwarf toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Pelophryne (1),Snout-vent length: 21 mm (2),The Api dwarf toad appears to have an extremely restricted range meaning that even a relatively small-scale disturbance could have a devastating impact on its population. Furthermore the extent and quality of its habitat on Borneo is continuing to decline (1).,The Gunung Mulu National Park home to the only known population of the Api dwarf toad is a protected area and the most studied tropical karst area in the world. Nonetheless further survey work is needed to establish the size of the population in the park and to determine whether this species is present in any other limestone karst areas on Borneo (1).
Animalia,Appenine yellow-bellied toad ,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina (1),,[],[]
Animalia,Arroyo toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus (1),,[],[]
Animalia,Arthroleptis ,Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis (1),,[],[]
Animalia,Ash-breasted tit-tyrant ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes (1),Average head-body length: 13 cm (2),Restricted to <em>Polylepis</em> woodlands a highly degraded and depleted habitat the ash-breasted tit-tyrant is extremely vulnerable to habitat loss (2). <em>Polylepis</em> woodlands have suffered from centuries of pressure and now exist in relic fragments scattered across the Peruvian and Bolivian Andes (6). Agriculture has progressively encroached upon this habitat while heavy grazing by livestock which has been particularly intense since the introduction of sheep has limited its natural regeneration. This has been exacerbated in areas where <em>Polylepis</em> woodland is exploited for firewood charcoal production and logging and where competitive exotic trees such as <em>Eucalyptus</em> have been introduced (2). Consequently around 50 percent of natural woodlands have been lost from Abra Malaga in Peru and an alarming 26 percent of original diversity may have already been lost (4) (6). Facing such intense pressure the ash-breasted tit-tyrant has undergone a drastic decline and now the population is near critically low levels (2). \xa0,Although found in a number of protected areas including the actively managed Huascar\xe1n National Park the ash-breasted tit-tyrant urgently requires conservation action (2). Recognising this the American Bird Conservancy in collaboration with Asociaci\xf3n Ecosistemas Andinos a Peruvian conservation organisation is working to preserve and restore <em>Polylepis</em> habitat. Over 120000 plants have been successfully planted while local families have been provided with alternative firewood (7).The ash-breasted tit-tyrant will also benefit from the implementation of a wealth of proposed measures including improved land-use management and community awareness programmes (2). Furthermore two key areas have been identified for the conservation of <em>Polylepis</em> specialist birds and it is hoped that with the implementation of conservation measures in these areas the future of many rare species will be secured (8).
Animalia,Ashy storm-petrel ,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma (1),37 g (3),Between the 1880s and 1970s the breeding population of ashy storm-petrels at the South Farallon Islands was stable. However in the early 1990s a twenty-year study reported an alarming decline of 42 percent in the population (2) (3). More recently these findings have been corroborated by other studies showing continued declines on South Farallon and also at several other important breeding sites (2). No one single cause is considered responsible for the decline but rather a combination of several negative pressures. This includes predation of petrels by gulls and owls and on the larger islands introduced mammals such as rats mice and cats. In particular rapid growth in the population of predatory gulls is of considerable concern at many of the nesting sites. Other reported threats include oil and chemical pollution in foraging areas light pollution from fishing vessels increasing the vulnerability of petrels to predation ingestion of plastics and human disturbance. Furthermore there is long-term concern that climate change may disturb the ocean currents and processes of coastal upwelling which form an integral part of a food web supporting ashy storm-petrels and many other organisms (2) (3).,In light of its restricted range and a current population size that is almost certainly less than the 5000 to 10000 breeding birds estimated in the early to mid-1990s the ashy-storm petrel is listed as Endangered on the IUCN Red List (1) (2). Fortunately despite the threats described most of the breeding colonies are on islands either protected from development or subject to sensitive management (2) (3). Current conservation proposals include eradication of all introduced predators from nesting islands an investigation of the impacts of light chemical and plastics pollution and continued monitoring of population trends (2). Presently the ashy storm-petrel is designated by the California Department of Fish and Game as a Bird Species of Conservation Concern but as of May 2008 it is also under review for protection under the Endangered Species Act (ESA) (6). If listed under the ESA the ashy storm-petrel will benefit from the compulsory development of a recovery plan protection and restoration of critical habitat scientific research and public education (7) (8).
Animalia,Atelognathus ,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Atelognathus (1),,[],[]
Animalia,Atlantic halibut ,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus (1),up to 315 kg (2),The Atlantic halibut has suffered massive declines throughout its range over the last two centuries including virtual elimination in many areas as a result of over-fishing (7). Their slow growth rate and late onset of sexual maturity make these fish extremely vulnerable to the effects of over-fishing (5). Not only does this mean that individuals are often harvested many years before reaching maturity and therefore unable to increase abundance through reproduction but also that populations will be slow to recover from collapses in numbers (7). Since population numbers are now too low to sustain target fisheries Atlantic halibut are predominantly taken as <strong>bycatch</strong> by bottom trawlers and longliners (8). Surveys indicate that these fish have continued to decline in the North Atlantic over the past two decades despite being taken only incidentally as <strong>bycatch</strong> with little targeted halibut fishing (7).,There is currently no management plan in place for this fish and it is therefore thought probable that numbers of Atlantic halibut will continue to decline. It has been argued that Atlantic halibut are unlikely to recover simply by banning halibut landings or designating protected areas. Rather the recovery and survival of this Endangered flatfish species will depend on reducing its <strong>bycatch</strong> in other highly exploited fisheries (7).
Animalia,Atlantic yellow-nosed albatross ,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche (1),2.2 kg (3),As a scavenger of fishing vessel bait the Atlantic yellow-nosed albatross is suffering population declines as a result of longline fishing. Longlining is mainly used to catch tuna and swordfish by releasing a line of baited hooks that sink to the appropriate depth for these fish. Many seabirds dive for the bait before it has sunk becoming caught on the hooks and drowning as the line reaches its final depth. The Atlantic yellow-nosed albatross attends trawlers off the coast of south-eastern Brazil and the west coast of southern Africa (2). It also suffers losses as a result of collisions with cables on trawl vessels (6).,The Atlantic yellow-nosed albatross is monitored on Gough Island which is both a nature reserve and a World Heritage Site. A population census was carried out in 2000/2001 and was repeated in 2004. Remote tracking has also been used in order to determine the distribution of these birds at sea. The information obtained will be used to assess the overlap between the birds and longline fishing operations. Longline fishing is controversial and techniques to reduce the seabird catch have been suggested such as weighting lines to sink them more rapidly and setting them at night (2). A Threat Abatement Plan has been put into action by the Australian government which proposes to promote public awareness of the conservation needs of albatrosses and to reduce the <strong>by-catch</strong> of this species and other albatross species (6).
